source_id,ra,dec,parallax,distance_ly
5826576346314528768,233.65525644835793,-64.34263366130168,65.68147168630631,49.66392981538632
4114677389434590720,259.6622417554194,-22.83283214087656,67.93565344487588,48.01602449657514
2021981409373336448,295.17728787935164,26.114698280243225,76.22517661151069,42.79425965288493
4039831777499368960,266.75356473629233,-37.69815287553137,81.76966152425646,39.892546198596506
4318384355378007424,294.0057292155468,15.59871595756036,101.08168901119824,32.27092890818853
4269379774976572160,286.95038827170777,4.287781177750233,84.38761404741018,38.65496183086017
930822015518055808,127.52714090400372,48.476427732183716,80.62890039892001,40.45695754079381
5053399803976245760,49.72741837524085,-34.357935616760344,70.98123026054824,45.95581096617084
5444217638657849856,159.22085794870023,-34.69601721686522,67.96084237539768,47.99822789101961
1925025168366253952,351.438524437886,42.86216483836964,69.22801702608312,47.11965097557211
5399148382157293696,170.5336137294644,-35.21131256672405,75.43799435556245,43.24081025570737
881250430700478080,119.66694581465701,32.788522307561436,91.92946235805418,35.48372759208471
818808375085298944,140.2306770799029,45.647598946239206,81.29383661875056,40.126043199289896
6160573275451466752,191.62349103261755,-31.660402573466524,86.81704226710433,37.573268045276386
3106548406384807680,100.90303359272531,-2.3879694818849884,71.3026263123103,45.74866549392193
3203124697405667712,65.95088653918056,-4.233918172124934,70.15017309793838,46.500241637976316
1923896622760418176,352.34657450570336,41.46426656329359,66.43275181674146,49.1022863089943
3489874340630661248,183.53565753332592,-23.755029874500032,94.17662136293448,34.637046358129815
6305165514134625024,224.97665286074593,-18.53775641089888,174.02530425165742,18.744400499842442
6478328150150225664,315.27888909461694,-49.12456979699407,74.4553628583603,43.81148482488018
1037131492704550656,134.49033217941667,57.145892303867484,72.71972162602633,44.85715741288719
1740795157542164480,324.4089154673339,8.146564918871533,66.36524450928734,49.15223358430491
5985229174021530624,240.0740509950575,-45.727000678186556,74.33191370826815,43.88424617725346
3902745286187581312,187.2371023163365,8.424237710162307,72.26642305254668,45.13852854773398
4095396422225930624,270.90095793365253,-18.98205434475698,75.60402860165894,43.14584897567778
664214600677732864,126.32931321958031,21.26297407961963,92.60057937573538,35.226561453402304
1635375460142367104,254.0095535449022,65.13502280368243,65.29044855555695,49.9613660522534
2019802555283940608,292.17175325969595,23.935004798378436,146.4067299939191,22.280396537341453
1749030362195988096,307.6793554237034,7.826109074596544,102.7965519033275,31.732581877529007
4479498508613790464,279.8817390588379,9.02862549790261,121.97881318336569,26.74234905939256
1175003649462887040,222.10784025931542,10.532546891409849,69.63516464309347,46.84414859531075
1800808220172866048,324.5043140465407,27.72434353216668,79.22500812457939,41.17386766146599
2997171394834174976,89.83256483907208,-14.081838232219802,95.27143701161523,34.23901331101268
3698979462002285824,180.98680696477484,0.2626631473947131,66.27326403811627,49.22045182690715
3026511175437908096,112.05454567294036,-18.790322998386273,73.96916112713724,44.09945915694943
1568219729458240128,191.05782946985116,51.75845261941906,68.95161770569291,47.3085347166652
4295524821431807232,291.30336434653685,7.011040959824217,88.99709524609484,36.652881658439696
6572227714472220416,327.2987838540347,-41.5589925328267,65.39916452823127,49.87831302633647
4660766641264343680,82.18736509782727,-65.44796165891661,67.33308290357063,48.445724736406184
1236929488664453376,223.34694623244295,19.153760857444336,85.99323916198021,37.93321465488199
2467182154313027712,26.14923959176464,-7.271517922568175,78.4978405880058,41.55528324811552
981548637301374336,105.98716288465668,52.69772729783498,110.82634141717595,29.433435754421218
1014058103758571520,134.7989643318015,48.040871471105525,68.00099930164292,47.969883288482634
5225863906515477376,163.8163930280901,-73.9368211911611,77.49871406895507,42.09102098258831
